collection_no,n_occs,early_interval,late_interval,max_ma,min_ma,stg,late_bin,taxon,guild,mid
133268,1,Kasimovian,Kasimovian,307,303.7,41,41,Chondrichthyes,nekton,305.35
133277,1,Sakmarian,Sakmarian,293.52,290.1,44,44,Chondrichthyes,nekton,292.015
133278,1,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
133279,1,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
133281,3,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
133285,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
133287,2,Bashkirian,Bashkirian,323.2,315.2,39,39,Chondrichthyes,nekton,319.275
133335,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
133345,3,Frasnian,Frasnian,382.7,372.2,34,34,Chondrichthyes,nekton,375
133350,2,Frasnian,Frasnian,382.7,372.2,34,34,Chondrichthyes,nekton,375
133351,1,Frasnian,Frasnian,382.7,372.2,34,34,Chondrichthyes,nekton,375
133352,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Chondrichthyes,nekton,375
133353,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Chondrichthyes,nekton,375
133354,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Chondrichthyes,nekton,375
133355,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Chondrichthyes,nekton,375
133356,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Chondrichthyes,nekton,375
133358,2,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Chondrichthyes,nekton,365.2
133359,2,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Chondrichthyes,nekton,365.2
133360,4,Famennian,Famennian,372.2,358.9,35,35,Chondrichthyes,nekton,365.2
133361,5,Famennian,Famennian,372.2,358.9,35,35,Chondrichthyes,nekton,365.2
133362,3,Tournaisian,Tournaisian,358.9,346.7,36,36,Chondrichthyes,nekton,353.015
133363,3,Tournaisian,Tournaisian,358.9,346.7,36,36,Chondrichthyes,nekton,353.015
133364,2,Tournaisian,Tournaisian,358.9,346.7,36,36,Chondrichthyes,nekton,353.015
133365,2,Serpukhovian,Serpukhovian,330.9,323.2,38,38,Chondrichthyes,nekton,326.87
133366,6,Visean,Visean,346.7,330.9,37,37,Chondrichthyes,nekton,338.535
133372,2,Bashkirian,Bashkirian,323.2,315.2,39,39,Chondrichthyes,nekton,319.275
133373,1,Bashkirian,Bashkirian,323.2,315.2,39,39,Chondrichthyes,nekton,319.275
133375,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
133376,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Chondrichthyes,nekton,353.015
133404,1,Kasimovian,Kasimovian,307,303.7,41,41,Chondrichthyes,nekton,305.35
133405,1,Kasimovian,Kasimovian,307,303.7,41,41,Chondrichthyes,nekton,305.35
133406,2,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
133408,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
133409,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
133411,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
133412,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
133414,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
133415,1,Desmoinesian,Desmoinesian,312.7,305.9,40,40,Chondrichthyes,nekton,311.085
133416,1,Visean,Visean,346.7,330.9,37,37,Chondrichthyes,nekton,338.535
133417,1,Early Mississippian,Early Mississippian,358.9,346.7,36,36,Chondrichthyes,nekton,353.015
133439,1,Sakmarian,Sakmarian,293.52,290.1,44,44,Chondrichthyes,nekton,292.015
137304,3,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137305,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137306,2,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137308,3,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137309,2,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137310,7,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137311,4,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137312,4,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137313,3,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137314,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137319,2,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137320,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137338,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137350,2,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
137379,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
140305,1,Pendleian,Pendleian,330.9,327.4,38,38,Chondrichthyes,nekton,326.87
140654,1,Sakmarian,Sakmarian,293.52,290.1,44,44,Chondrichthyes,nekton,292.015
146375,1,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
146376,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Chondrichthyes,nekton,301.285
149375,1,Bashkirian,Bashkirian,323.2,315.2,39,39,Chondrichthyes,nekton,319.275
149376,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Chondrichthyes,nekton,301.285
149377,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Chondrichthyes,nekton,301.285
149378,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Chondrichthyes,nekton,301.285
149379,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
149380,5,Gzhelian,Gzhelian,303.7,298.9,42,42,Chondrichthyes,nekton,301.285
149383,1,Kasimovian,Kasimovian,307,303.7,41,41,Chondrichthyes,nekton,305.35
149384,1,Sakmarian,Sakmarian,293.52,290.1,44,44,Chondrichthyes,nekton,292.015
149385,2,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
149386,4,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
149387,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
149388,2,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
149417,1,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
149418,2,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
150334,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Chondrichthyes,nekton,402.405
150360,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Chondrichthyes,nekton,402.405
150361,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Chondrichthyes,nekton,402.405
150363,2,Early Emsian,Early Emsian,407.6,398.3,31,31,Chondrichthyes,nekton,402.405
150365,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Chondrichthyes,nekton,402.405
154807,1,Westphalian A,Westphalian A,318.8,317,39,39,Chondrichthyes,nekton,319.275
155545,1,Pendleian,Pendleian,330.9,327.4,38,38,Chondrichthyes,nekton,326.87
155645,1,Westphalian B,Westphalian B,317,314.6,40,40,Chondrichthyes,nekton,311.085
159903,2,Missourian,Missourian,305.9,303.7,41,41,Chondrichthyes,nekton,305.35
159904,1,Missourian,Missourian,305.9,303.7,41,41,Chondrichthyes,nekton,305.35
160780,1,Pendleian,Pendleian,330.9,327.4,38,38,Chondrichthyes,nekton,326.87
161317,1,Pridoli,Pridoli,423,419.2,28,28,Chondrichthyes,nekton,420.865
162315,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Chondrichthyes,nekton,365.2
162781,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Chondrichthyes,nekton,415.7
172213,1,Frasnian,Frasnian,382.7,372.2,34,34,Chondrichthyes,nekton,375
172765,1,Westphalian A,Westphalian A,318.8,317,39,39,Chondrichthyes,nekton,319.275
173721,1,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
173816,2,Gzhelian,Gzhelian,303.7,298.9,42,42,Chondrichthyes,nekton,301.285
176224,4,Late Famennian,Late Famennian,365.3,358.9,35,35,Chondrichthyes,nekton,365.2
179176,4,Frasnian,Frasnian,382.7,372.2,34,34,Chondrichthyes,nekton,375
182488,1,Telychian,Telychian,438.5,433.4,23,23,Chondrichthyes,nekton,435.76
182523,2,Telychian,Telychian,438.5,433.4,23,23,Chondrichthyes,nekton,435.76
182524,3,Telychian,Telychian,438.5,433.4,23,23,Chondrichthyes,nekton,435.76
182526,1,Pridoli,Pridoli,423,419.2,28,28,Chondrichthyes,nekton,420.865
182528,1,Telychian,Telychian,438.5,433.4,23,23,Chondrichthyes,nekton,435.76
182529,1,Telychian,Telychian,438.5,433.4,23,23,Chondrichthyes,nekton,435.76
182530,2,Telychian,Telychian,438.5,433.4,23,23,Chondrichthyes,nekton,435.76
182533,1,Telychian,Telychian,438.5,433.4,23,23,Chondrichthyes,nekton,435.76
182535,1,Sheinwoodian,Sheinwoodian,433.4,430.5,24,24,Chondrichthyes,nekton,431.775
182537,2,Telychian,Telychian,438.5,433.4,23,23,Chondrichthyes,nekton,435.76
182544,1,Telychian,Telychian,438.5,433.4,23,23,Chondrichthyes,nekton,435.76
182545,2,Telychian,Telychian,438.5,433.4,23,23,Chondrichthyes,nekton,435.76
182546,1,Telychian,Telychian,438.5,433.4,23,23,Chondrichthyes,nekton,435.76
182548,1,Telychian,Telychian,438.5,433.4,23,23,Chondrichthyes,nekton,435.76
182549,2,Pridoli,Pridoli,423,419.2,28,28,Chondrichthyes,nekton,420.865
182550,1,Homerian,Homerian,430.5,427.4,25,25,Chondrichthyes,nekton,428.68
182558,4,Ludfordian,Ludfordian,425.6,423,27,27,Chondrichthyes,nekton,423.87
182559,4,Pridoli,Pridoli,423,419.2,28,28,Chondrichthyes,nekton,420.865
184103,1,Missourian,Missourian,305.9,303.7,41,41,Chondrichthyes,nekton,305.35
184105,2,Missourian,Missourian,305.9,303.7,41,41,Chondrichthyes,nekton,305.35
193837,5,Ohesaare,Ohesaare,421.7,419.2,28,28,Chondrichthyes,nekton,420.865
195605,1,Kuressaare,Kuressaare,423.4,423,27,27,Chondrichthyes,nekton,423.87
195606,3,Kaugetuma,Kaugetuma,423,421.7,28,28,Chondrichthyes,nekton,420.865
196772,1,Kasimovian,Kasimovian,307,303.7,41,41,Chondrichthyes,nekton,305.35
196773,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Chondrichthyes,nekton,301.285
196774,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Chondrichthyes,nekton,301.285
197260,1,Emsian,Emsian,407.6,393.3,31,31,Chondrichthyes,nekton,402.405
197925,1,Sakmarian,Sakmarian,293.52,290.1,44,44,Chondrichthyes,nekton,292.015
198286,9,Moscovian,Moscovian,315.2,307,40,40,Chondrichthyes,nekton,311.085
198287,1,Bashkirian,Bashkirian,323.2,315.2,39,39,Chondrichthyes,nekton,319.275
201736,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Chondrichthyes,nekton,415.7
206449,4,Late Emsian,Late Emsian,398.3,393.3,31,31,Chondrichthyes,nekton,402.405
207496,1,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
208258,1,Pragian,Pragian,410.8,407.6,30,30,Chondrichthyes,nekton,411.455
208259,1,Pragian,Pragian,410.8,407.6,30,30,Chondrichthyes,nekton,411.455
208261,1,Pragian,Pragian,410.8,407.6,30,30,Chondrichthyes,nekton,411.455
217021,2,Kasimovian,Kasimovian,307,303.7,41,41,Chondrichthyes,nekton,305.35
217022,6,Kasimovian,Kasimovian,307,303.7,41,41,Chondrichthyes,nekton,305.35
217023,1,Kasimovian,Kasimovian,307,303.7,41,41,Chondrichthyes,nekton,305.35
218107,1,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
220592,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Chondrichthyes,nekton,326.87
223893,8,Desmoinesian,Desmoinesian,312.7,305.9,40,40,Chondrichthyes,nekton,311.085
224241,8,Kasimovian,Kasimovian,307,303.7,41,41,Chondrichthyes,nekton,305.35
225592,2,Givetian,Givetian,387.7,382.7,33,33,Chondrichthyes,nekton,382.1
225665,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Chondrichthyes,nekton,365.2
225666,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Chondrichthyes,nekton,365.2
225777,5,Late Givetian,Late Givetian,383.7,382.7,33,33,Chondrichthyes,nekton,382.1
225778,6,Late Givetian,Late Givetian,383.7,382.7,33,33,Chondrichthyes,nekton,382.1
225792,1,Eifelian,Eifelian,393.3,387.7,32,32,Chondrichthyes,nekton,389.8
225793,2,Eifelian,Eifelian,393.3,387.7,32,32,Chondrichthyes,nekton,389.8
225794,1,Eifelian,Eifelian,393.3,387.7,32,32,Chondrichthyes,nekton,389.8
225803,3,Early Givetian,Early Givetian,387.7,385.9,33,33,Chondrichthyes,nekton,382.1
225804,2,Early Givetian,Early Givetian,387.7,385.9,33,33,Chondrichthyes,nekton,382.1
225851,15,Early Givetian,Early Givetian,387.7,385.9,33,33,Chondrichthyes,nekton,382.1
225880,1,Eifelian,Eifelian,393.3,387.7,32,32,Chondrichthyes,nekton,389.8
225882,1,Eifelian,Eifelian,393.3,387.7,32,32,Chondrichthyes,nekton,389.8
225885,2,Early Givetian,Early Givetian,387.7,385.9,33,33,Chondrichthyes,nekton,382.1
225886,3,Early Givetian,Early Givetian,387.7,385.9,33,33,Chondrichthyes,nekton,382.1
225887,3,Middle Givetian,Middle Givetian,385.9,383.7,33,33,Chondrichthyes,nekton,382.1
225888,1,Late Givetian,Late Givetian,383.7,382.7,33,33,Chondrichthyes,nekton,382.1
226045,5,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Chondrichthyes,nekton,365.2
226048,4,Early Frasnian,Early Frasnian,382.7,379.3,34,34,Chondrichthyes,nekton,375
226062,1,Eifelian,Eifelian,393.3,387.7,32,32,Chondrichthyes,nekton,389.8
227064,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Chondrichthyes,nekton,326.87
227065,3,Arnsbergian,Arnsbergian,327.4,324,38,38,Chondrichthyes,nekton,326.87
228668,2,Bashkirian,Bashkirian,323.2,315.2,39,39,Chondrichthyes,nekton,319.275
228672,1,Bashkirian,Bashkirian,323.2,315.2,39,39,Chondrichthyes,nekton,319.275
229642,1,Visean,Visean,346.7,330.9,37,37,Chondrichthyes,nekton,338.535
229842,1,Brigantian,Brigantian,336.3,330.9,37,37,Chondrichthyes,nekton,338.535
230471,2,Asbian,Asbian,340.2,336.3,37,37,Chondrichthyes,nekton,338.535
230473,4,Asbian,Asbian,340.2,336.3,37,37,Chondrichthyes,nekton,338.535
230474,1,Asbian,Asbian,340.2,336.3,37,37,Chondrichthyes,nekton,338.535
230477,2,Asbian,Asbian,340.2,336.3,37,37,Chondrichthyes,nekton,338.535
230478,2,Asbian,Asbian,340.2,336.3,37,37,Chondrichthyes,nekton,338.535
230479,3,Asbian,Asbian,340.2,336.3,37,37,Chondrichthyes,nekton,338.535
230480,1,Asbian,Asbian,340.2,336.3,37,37,Chondrichthyes,nekton,338.535
231818,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Chondrichthyes,nekton,415.7
231860,1,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
232358,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Chondrichthyes,nekton,301.285
232474,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Chondrichthyes,nekton,402.405
232508,2,Famennian,Famennian,372.2,358.9,35,35,Chondrichthyes,nekton,365.2
232510,7,Frasnian,Frasnian,382.7,372.2,34,34,Chondrichthyes,nekton,375
232511,7,Frasnian,Frasnian,382.7,372.2,34,34,Chondrichthyes,nekton,375
232512,5,Frasnian,Frasnian,382.7,372.2,34,34,Chondrichthyes,nekton,375
232526,1,Famennian,Famennian,372.2,358.9,35,35,Chondrichthyes,nekton,365.2
232527,4,Visean,Visean,346.7,330.9,37,37,Chondrichthyes,nekton,338.535
232528,4,Famennian,Famennian,372.2,358.9,35,35,Chondrichthyes,nekton,365.2
232531,5,Tournaisian,Tournaisian,358.9,346.7,36,36,Chondrichthyes,nekton,353.015
232533,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Chondrichthyes,nekton,353.015
232548,1,Sakmarian,Sakmarian,293.52,290.1,44,44,Chondrichthyes,nekton,292.015
232614,3,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
232835,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Chondrichthyes,nekton,365.2
232874,1,Eifelian,Eifelian,393.3,387.7,32,32,Chondrichthyes,nekton,389.8
232875,5,Emsian,Emsian,407.6,393.3,31,31,Chondrichthyes,nekton,402.405
232876,1,Emsian,Emsian,407.6,393.3,31,31,Chondrichthyes,nekton,402.405
232877,4,Emsian,Emsian,407.6,393.3,31,31,Chondrichthyes,nekton,402.405
232954,7,Emsian,Emsian,407.6,393.3,31,31,Chondrichthyes,nekton,402.405
232955,5,Emsian,Emsian,407.6,393.3,31,31,Chondrichthyes,nekton,402.405
232956,5,Emsian,Emsian,407.6,393.3,31,31,Chondrichthyes,nekton,402.405
232957,8,Emsian,Emsian,407.6,393.3,31,31,Chondrichthyes,nekton,402.405
232958,8,Eifelian,Eifelian,393.3,387.7,32,32,Chondrichthyes,nekton,389.8
232962,5,Tournaisian,Tournaisian,358.9,346.7,36,36,Chondrichthyes,nekton,353.015
232993,1,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
232994,1,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
232995,1,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
232996,2,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
232997,3,Asselian,Asselian,298.9,293.52,43,43,Chondrichthyes,nekton,296.205
233393,1,Westphalian A,Westphalian A,318.8,317,39,39,Chondrichthyes,nekton,319.275
233396,2,Westphalian A,Westphalian A,318.8,317,39,39,Chondrichthyes,nekton,319.275
233397,3,Westphalian A,Westphalian A,318.8,317,39,39,Chondrichthyes,nekton,319.275
233398,2,Westphalian A,Westphalian A,318.8,317,39,39,Chondrichthyes,nekton,319.275
233402,2,Westphalian A,Westphalian A,318.8,317,39,39,Chondrichthyes,nekton,319.275
558,1,Chadian,Arundian,346.7,340.2,37,37,Osteichthyes,nekton,338.535
565,1,Brigantian,Brigantian,336.3,330.9,37,37,Osteichthyes,nekton,338.535
633,1,Frasnian,Frasnian,382.7,372.2,34,34,Osteichthyes,nekton,375
641,1,Famennian,Famennian,372.2,358.9,35,35,Osteichthyes,nekton,365.2
653,2,Famennian,Famennian,372.2,358.9,35,35,Osteichthyes,nekton,365.2
3664,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Osteichthyes,nekton,365.2
6331,1,Brigantian,Brigantian,336.3,330.9,37,37,Osteichthyes,nekton,338.535
6338,1,Brigantian,Brigantian,336.3,330.9,37,37,Osteichthyes,nekton,338.535
6339,1,Brigantian,Brigantian,336.3,330.9,37,37,Osteichthyes,nekton,338.535
6730,2,Kinderhookian,Kinderhookian,358.9,351.9,36,36,Osteichthyes,nekton,353.015
6731,1,Kinderhookian,Kinderhookian,358.9,351.9,36,36,Osteichthyes,nekton,353.015
6732,1,Kinderhookian,Kinderhookian,358.9,351.9,36,36,Osteichthyes,nekton,353.015
6733,1,Kinderhookian,Kinderhookian,358.9,351.9,36,36,Osteichthyes,nekton,353.015
6734,1,Kinderhookian,Kinderhookian,358.9,351.9,36,36,Osteichthyes,nekton,353.015
6751,1,Brigantian,Brigantian,336.3,330.9,37,37,Osteichthyes,nekton,338.535
6857,1,Frasnian,Frasnian,382.7,372.2,34,34,Osteichthyes,nekton,375
6863,1,Frasnian,Frasnian,382.7,372.2,34,34,Osteichthyes,nekton,375
6868,1,Frasnian,Frasnian,382.7,372.2,34,34,Osteichthyes,nekton,375
6873,1,Frasnian,Frasnian,382.7,372.2,34,34,Osteichthyes,nekton,375
8255,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
8256,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
8257,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
8424,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
8428,2,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
8443,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
8444,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
8453,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
8454,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
8456,2,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
8459,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
8612,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
12111,1,Asselian,Asselian,298.9,293.52,43,43,Osteichthyes,nekton,296.205
13219,1,Westphalian A,Westphalian A,318.8,317,39,39,Osteichthyes,nekton,319.275
13820,1,Ludfordian,Ludfordian,425.6,423,27,27,Osteichthyes,nekton,423.87
13828,1,Kuressaare,Kuressaare,423.4,423,27,27,Osteichthyes,nekton,423.87
13831,1,Ohesaare,Ohesaare,421.7,419.2,28,28,Osteichthyes,nekton,420.865
13845,1,Aeronian,Aeronian,440.8,438.5,22,22,Osteichthyes,nekton,439.54
21323,9,Visean,Visean,346.7,330.9,37,37,Osteichthyes,nekton,338.535
21981,2,Westphalian D,Westphalian D,309.8,307.4,40,40,Osteichthyes,nekton,311.085
22725,7,Brigantian,Brigantian,336.3,330.9,37,37,Osteichthyes,nekton,338.535
22726,13,Pendleian,Pendleian,330.9,327.4,38,38,Osteichthyes,nekton,326.87
26176,1,Emsian,Emsian,407.6,393.3,31,31,Osteichthyes,nekton,402.405
26904,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Osteichthyes,nekton,402.405
27049,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Osteichthyes,nekton,402.405
28069,16,Westphalian A,Westphalian A,318.8,317,39,39,Osteichthyes,nekton,319.275
28119,1,Sakmarian,Sakmarian,293.52,290.1,44,44,Osteichthyes,nekton,292.015
28120,3,Sakmarian,Sakmarian,293.52,290.1,44,44,Osteichthyes,nekton,292.015
28121,1,Sakmarian,Sakmarian,293.52,290.1,44,44,Osteichthyes,nekton,292.015
28122,2,Sakmarian,Sakmarian,293.52,290.1,44,44,Osteichthyes,nekton,292.015
28123,5,Sakmarian,Sakmarian,293.52,290.1,44,44,Osteichthyes,nekton,292.015
28124,5,Sakmarian,Sakmarian,293.52,290.1,44,44,Osteichthyes,nekton,292.015
28125,4,Sakmarian,Sakmarian,293.52,290.1,44,44,Osteichthyes,nekton,292.015
28466,1,Sakmarian,Sakmarian,293.52,290.1,44,44,Osteichthyes,nekton,292.015
32230,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Osteichthyes,nekton,365.2
32276,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Osteichthyes,nekton,365.2
35044,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Osteichthyes,nekton,365.2
35558,1,Emsian,Emsian,407.6,393.3,31,31,Osteichthyes,nekton,402.405
35710,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Osteichthyes,nekton,402.405
35711,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Osteichthyes,nekton,402.405
35712,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Osteichthyes,nekton,402.405
35749,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Osteichthyes,nekton,402.405
37088,1,Emsian,Emsian,407.6,393.3,31,31,Osteichthyes,nekton,402.405
38281,1,Famennian,Famennian,372.2,358.9,35,35,Osteichthyes,nekton,365.2
38283,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Osteichthyes,nekton,365.2
38286,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Osteichthyes,nekton,365.2
38644,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Osteichthyes,nekton,353.015
49663,2,Kasimovian,Kasimovian,307,303.7,41,41,Osteichthyes,nekton,305.35
52522,10,Sakmarian,Sakmarian,293.52,290.1,44,44,Osteichthyes,nekton,292.015
59674,1,Frasnian,Frasnian,382.7,372.2,34,34,Osteichthyes,nekton,375
68049,7,Famennian,Famennian,372.2,358.9,35,35,Osteichthyes,nekton,365.2
68318,8,Asbian,Asbian,340.2,336.3,37,37,Osteichthyes,nekton,338.535
68319,4,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
75090,5,Stephanian C,Stephanian C,300.9,300.3,42,42,Osteichthyes,nekton,301.285
77786,1,Missourian,Missourian,305.9,303.7,41,41,Osteichthyes,nekton,305.35
79135,1,Emsian,Emsian,407.6,393.3,31,31,Osteichthyes,nekton,402.405
79163,5,Asselian,Asselian,298.9,293.52,43,43,Osteichthyes,nekton,296.205
79598,13,Westphalian D,Westphalian D,309.8,307.4,40,40,Osteichthyes,nekton,311.085
80111,8,Westphalian C,Westphalian D,314.6,307.4,40,40,Osteichthyes,nekton,311.085
80714,12,Missourian,Missourian,305.9,303.7,41,41,Osteichthyes,nekton,305.35
80773,1,Kuzel,Kuzel,300.3,297.7,42,42,Osteichthyes,nekton,301.285
80775,1,Missourian,Missourian,305.9,303.7,41,41,Osteichthyes,nekton,305.35
80783,3,Asselian,Asselian,298.9,293.52,43,43,Osteichthyes,nekton,296.205
80784,12,Missourian,Missourian,305.9,303.7,41,41,Osteichthyes,nekton,305.35
80877,2,Sakmarian,Sakmarian,293.52,290.1,44,44,Osteichthyes,nekton,292.015
84835,50,Westphalian D,Westphalian D,309.8,307.4,40,40,Osteichthyes,nekton,311.085
84940,2,Asbian,Asbian,340.2,336.3,37,37,Osteichthyes,nekton,338.535
85178,1,Asselian,Asselian,298.9,293.52,43,43,Osteichthyes,nekton,296.205
85292,51,Westphalian D,Westphalian D,309.8,307.4,40,40,Osteichthyes,nekton,311.085
85451,5,Asselian,Asselian,298.9,293.52,43,43,Osteichthyes,nekton,296.205
85474,3,Asselian,Asselian,298.9,293.52,43,43,Osteichthyes,nekton,296.205
86910,1,Westphalian A,Westphalian A,318.8,317,39,39,Osteichthyes,nekton,319.275
86946,9,Westphalian A,Westphalian A,318.8,317,39,39,Osteichthyes,nekton,319.275
87877,4,Autunian,Autunian,298.9,283.5,43,43,Osteichthyes,nekton,296.205
89649,1,Asselian,Asselian,298.9,293.52,43,43,Osteichthyes,nekton,296.205
90249,1,Moscovian,Moscovian,315.2,307,40,40,Osteichthyes,nekton,311.085
90343,8,Early Frasnian,Early Frasnian,382.7,379.3,34,34,Osteichthyes,nekton,375
90649,1,Arundian,Holkerian,346.7,340.2,37,37,Osteichthyes,nekton,338.535
90681,13,Arnsbergian,Arnsbergian,327.4,324,38,38,Osteichthyes,nekton,326.87
90682,29,Arundian,Arundian,346.7,340.2,37,37,Osteichthyes,nekton,338.535
