collection_no,n_occs,early_interval,late_interval,max_ma,min_ma,stg,late_bin,taxon,guild,mid
13715,9,Telychian,Telychian,438.5,433.4,23,23,Graptoloidea,plankton,435.76
13716,10,Sheinwoodian,Sheinwoodian,433.4,430.5,24,24,Graptoloidea,plankton,431.775
13798,1,Rhuddanian,Rhuddanian,443.8,440.8,21,21,Graptoloidea,plankton,441.78
13799,1,Rhuddanian,Rhuddanian,443.8,440.8,21,21,Graptoloidea,plankton,441.78
13800,2,Rhuddanian,Rhuddanian,443.8,440.8,21,21,Graptoloidea,plankton,441.78
13801,2,Rhuddanian,Rhuddanian,443.8,440.8,21,21,Graptoloidea,plankton,441.78
13802,3,Rhuddanian,Rhuddanian,443.8,440.8,21,21,Graptoloidea,plankton,441.78
13803,4,Rhuddanian,Rhuddanian,443.8,440.8,21,21,Graptoloidea,plankton,441.78
13804,4,Rhuddanian,Rhuddanian,443.8,440.8,21,21,Graptoloidea,plankton,441.78
13805,2,Rhuddanian,Rhuddanian,443.8,440.8,21,21,Graptoloidea,plankton,441.78
13876,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
13880,3,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
13881,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
13888,2,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
13890,3,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
13891,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
13894,5,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
13895,4,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
13896,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
13908,5,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
13933,3,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
13934,6,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
13935,5,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
13936,2,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
13971,2,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
13972,3,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
13974,5,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
13982,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
14002,2,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14005,2,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14016,3,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14017,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14018,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14019,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14020,3,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
14022,7,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14023,2,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
14024,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14026,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
14028,2,Homerian,Homerian,430.5,427.4,25,25,Graptoloidea,plankton,428.68
14029,2,Homerian,Homerian,430.5,427.4,25,25,Graptoloidea,plankton,428.68
14031,6,Gorstian,Gorstian,427.4,425.6,26,26,Graptoloidea,plankton,425.875
14032,2,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
14033,1,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
14034,1,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
14037,2,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
14038,3,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14040,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14041,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14042,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
14043,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14044,2,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
14045,12,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14046,2,Sheinwoodian,Sheinwoodian,433.4,430.5,24,24,Graptoloidea,plankton,431.775
14048,1,Homerian,Homerian,430.5,427.4,25,25,Graptoloidea,plankton,428.68
14050,5,Homerian,Homerian,430.5,427.4,25,25,Graptoloidea,plankton,428.68
14051,5,Sheinwoodian,Sheinwoodian,433.4,430.5,24,24,Graptoloidea,plankton,431.775
14062,3,Homerian,Homerian,430.5,427.4,25,25,Graptoloidea,plankton,428.68
14063,6,Gorstian,Gorstian,427.4,425.6,26,26,Graptoloidea,plankton,425.875
14065,1,Homerian,Homerian,430.5,427.4,25,25,Graptoloidea,plankton,428.68
14067,2,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
14070,2,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
14071,2,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
14072,3,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
14073,6,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14074,2,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
14075,2,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
14076,6,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14077,3,Homerian,Homerian,430.5,427.4,25,25,Graptoloidea,plankton,428.68
14079,3,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14080,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14081,2,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
14087,8,Aeronian,Aeronian,440.8,438.5,22,22,Graptoloidea,plankton,439.54
14092,3,Sheinwoodian,Sheinwoodian,433.4,430.5,24,24,Graptoloidea,plankton,431.775
14093,5,Sheinwoodian,Sheinwoodian,433.4,430.5,24,24,Graptoloidea,plankton,431.775
14095,1,Homerian,Homerian,430.5,427.4,25,25,Graptoloidea,plankton,428.68
14102,4,Homerian,Homerian,430.5,427.4,25,25,Graptoloidea,plankton,428.68
14109,4,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
14118,2,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
14122,1,Aeronian,Aeronian,440.8,438.5,22,22,Graptoloidea,plankton,439.54
14124,1,Sheinwoodian,Sheinwoodian,433.4,430.5,24,24,Graptoloidea,plankton,431.775
14131,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14156,1,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
14157,3,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
14192,1,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
23019,2,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
23027,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
23029,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
23112,1,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
23361,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
24372,1,Rhuddanian,Rhuddanian,443.8,440.8,21,21,Graptoloidea,plankton,441.78
24416,1,Aeronian,Aeronian,440.8,438.5,22,22,Graptoloidea,plankton,439.54
24418,1,Aeronian,Aeronian,440.8,438.5,22,22,Graptoloidea,plankton,439.54
24420,1,Telychian,Telychian,438.5,433.4,23,23,Graptoloidea,plankton,435.76
24423,1,Telychian,Telychian,438.5,433.4,23,23,Graptoloidea,plankton,435.76
24424,1,Telychian,Telychian,438.5,433.4,23,23,Graptoloidea,plankton,435.76
24435,1,Telychian,Telychian,438.5,433.4,23,23,Graptoloidea,plankton,435.76
24518,2,Gamachian,Gamachian,446,443.8,20,20,Graptoloidea,plankton,444.14
24520,1,Gamachian,Gamachian,446,443.8,20,20,Graptoloidea,plankton,444.14
25093,4,Rhuddanian,Rhuddanian,443.8,440.8,21,21,Graptoloidea,plankton,441.78
25273,1,Pragian,Pragian,410.8,407.6,30,30,Graptoloidea,plankton,411.455
26089,1,Pridoli,Pridoli,423,419.2,28,28,Graptoloidea,plankton,420.865
26111,11,Telychian,Telychian,438.5,433.4,23,23,Graptoloidea,plankton,435.76
26200,3,Ludfordian,Ludfordian,425.6,423,27,27,Graptoloidea,plankton,423.87
26240,5,Hirnantian,Hirnantian,445.2,443.8,20,20,Graptoloidea,plankton,444.14
26459,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
26552,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Graptoloidea,plankton,415.7
